n,algorithm,comparisons,swaps
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,select_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,dual_pivot_quick_sort,51093,37115
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,dual_pivot_quick_sort,51093,37115
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
5900,quick_sort,82000,46247
5900,select_quick_sort,51093,37115
5900,dual_pivot_quick_sort,51093,37115
5900,select_dual_pivot_quick_sort,76729,64245
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,select_quick_sort,54523,39223
6000,quick_sort,84558,51746
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6000,quick_sort,84558,51746
6000,select_quick_sort,54523,39223
6000,dual_pivot_quick_sort,54523,39223
6000,select_dual_pivot_quick_sort,87564,72390
6100,select_quick_sort,52780,40526
6100,dual_pivot_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,dual_pivot_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,select_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,quick_sort,86506,46188
6100,select_quick_sort,52780,40526
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,dual_pivot_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,dual_pivot_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,select_dual_pivot_quick_sort,85085,49498
6100,dual_pivot_quick_sort,52780,40526
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,select_dual_pivot_quick_sort,85085,49498
6100,dual_pivot_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,select_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,quick_sort,86506,46188
6100,select_quick_sort,52780,40526
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,quick_sort,86506,46188
6100,select_quick_sort,52780,40526
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
6100,quick_sort,86506,46188
6100,dual_pivot_quick_sort,52780,40526
6100,select_dual_pivot_quick_sort,85085,49498
6100,select_quick_sort,52780,40526
