n,B,U,L,C,D,D-C
52000,104,19043,8,703127,769530,66403
52000,279,19146,8,508417,855802,347385
52000,218,19186,7,569421,678191,108770
52000,351,19127,8,502693,695139,192446
52000,97,19127,7,599004,663530,64526
52000,108,19208,8,624712,711526,86814
52000,552,19187,7,494452,729867,235415
52000,201,19243,7,569231,764152,194921
52000,258,19020,8,523506,637526,114020
52000,288,19109,7,596965,726841,129876
52000,305,19127,8,538436,639254,100818
52000,359,19176,8,517079,799372,282293
52000,380,19145,7,607914,647112,39198
52000,453,19037,8,586833,663173,76340
52000,168,19176,7,521767,723473,201706
52000,90,19092,7,652702,692878,40176
52000,339,19061,7,841505,842978,1473
52000,470,19165,7,558299,629390,71091
52000,459,19091,8,618985,745639,126654
52000,422,19138,7,564849,689947,125098
52000,343,19090,7,695811,867189,171378
52000,345,19084,7,508948,605141,96193
52000,465,19248,8,543604,693050,149446
52000,396,19066,8,542170,701089,158919
52000,207,19111,7,499574,702161,202587
52000,382,19106,7,557918,733870,175952
52000,232,19133,7,575203,768371,193168
52000,330,19187,8,538414,705446,167032
52000,228,19020,8,761838,861260,99422
52000,183,19185,8,660178,771174,110996
52000,347,19208,8,545041,643262,98221
52000,358,19198,7,506292,682645,176353
52000,253,19109,7,584901,814612,229711
52000,220,19082,8,572446,776490,204044
52000,241,19066,7,510007,657365,147358
52000,220,19193,7,600889,704023,103134
52000,221,19185,7,737654,755133,17479
52000,205,19144,9,549698,681634,131936
52000,283,19037,7,648069,866196,218127
52000,416,19138,7,683479,708980,25501
52000,167,19235,7,573709,692917,119208
52000,406,19079,7,654348,671263,16915
53000,239,19568,7,525087,689756,164669
53000,100,19564,7,510416,900130,389714
53000,532,19463,7,733547,811683,78136
53000,238,19535,7,508129,658118,149989
53000,308,19427,9,652959,701261,48302
53000,134,19502,7,758588,796233,37645
53000,127,19530,7,557392,740055,182663
53000,205,19533,7,657960,785504,127544
53000,299,19403,7,563333,729777,166444
53000,352,19556,7,558113,741832,183719
53000,168,19465,7,640830,740274,99444
53000,267,19492,8,683862,790998,107136
53000,532,19464,7,854331,927745,73414
53000,140,19543,7,544190,655700,111510
53000,582,19478,7,606930,724187,117257
53000,96,19519,7,596444,817748,221304
53000,240,19518,7,579115,708649,129534
53000,246,19533,8,606738,787847,181109
53000,200,19321,7,556889,688985,132096
53000,452,19502,7,514555,775328,260773
53000,429,19321,7,628266,797784,169518
53000,285,19461,8,599228,717568,118340
53000,444,19484,7,544786,977443,432657
53000,231,19461,7,521907,731812,209905
53000,343,19543,7,558865,722857,163992
53000,228,19556,7,584529,702912,118383
53000,294,19566,8,589702,758899,169197
53000,489,19528,7,580517,824038,243521
53000,416,19531,7,527503,725023,197520
53000,439,19480,7,536967,725716,188749
53000,152,19373,7,615925,727714,111789
53000,79,19477,7,540258,708882,168624
53000,243,19366,7,668338,769867,101529
53000,314,19499,7,538021,722976,184955
53000,211,19466,8,689341,758921,69580
53000,220,19470,8,552900,688673,135773
53000,506,19481,7,592716,715313,122597
53000,83,19548,7,719763,789653,69890
53000,285,19575,7,532986,746462,213476
53000,316,19440,8,615408,777263,161855
53000,466,19447,9,603281,677080,73799
53000,403,19484,7,569084,644893,75809
53000,118,19490,7,599294,725619,126325
53000,513,19314,8,484867,702302,217435
53000,330,19570,9,646017,756687,110670
53000,12,19459,7,652044,687795,35751
53000,355,19603,7,582409,800336,217927
53000,200,19487,7,722739,734165,11426
53000,214,19450,7,507644,683942,176298
53000,255,19484,8,621707,771794,150087
54000,367,19894,8,521539,828254,306715
54000,376,19821,7,591695,761839,170144
54000,243,19879,8,568812,728623,159811
54000,288,19958,7,647956,687485,39529
54000,184,19812,8,646216,731631,85415
54000,524,19839,7,678984,722692,43708
54000,170,19780,7,578779,672843,94064
54000,544,19807,8,594839,701031,106192
54000,197,19960,8,743495,771162,27667
54000,219,19868,7,610835,781693,170858
54000,572,19907,8,662690,785476,122786
54000,308,19866,8,577139,712421,135282
54000,325,19863,7,553862,780914,227052
54000,355,19853,7,587345,762723,175378
54000,177,19876,7,705182,736468,31286
54000,46,19873,7,699218,771101,71883
54000,349,19860,7,605906,822028,216122
54000,383,19867,7,552219,672625,120406
54000,392,19894,7,538341,757895,219554
54000,233,19893,7,638642,719568,80926
54000,253,19734,7,572972,757733,184761
54000,246,19945,8,591670,914311,322641
54000,504,19853,7,658037,700052,42015
54000,99,19961,8,581203,692091,110888
54000,227,19890,8,607081,810447,203366
54000,129,19900,8,579075,703801,124726
54000,159,19914,7,619393,694320,74927
54000,437,19997,7,573314,809935,236621
54000,260,19763,8,609242,741360,132118
54000,596,19911,7,560894,875851,314957
54000,333,19876,7,688029,812512,124483
54000,139,19902,7,585528,810638,225110
54000,260,19794,7,649052,696134,47082
54000,188,19738,7,535851,698150,162299
54000,465,19901,7,541677,777273,235596
54000,226,19958,8,614213,680752,66539
54000,470,20000,7,568926,744485,175559
54000,271,19743,9,606121,822500,216379
54000,58,19933,6,808943,1026883,217940
54000,94,19876,8,692900,773977,81077
54000,92,19812,8,604547,798706,194159
54000,202,19959,8,588228,741020,152792
54000,190,19968,8,601293,721679,120386
54000,214,19779,7,650609,723740,73131
54000,319,19870,7,525186,740172,214986
54000,287,19952,8,674440,738650,64210
54000,153,19932,7,637462,704652,67190
54000,183,19867,7,577174,738468,161294
54000,218,19897,8,585053,736523,151470
54000,367,19983,8,632991,690766,57775
55000,524,20145,7,591441,819074,227633
55000,274,20132,9,599425,782264,182839
55000,366,20342,8,821072,822938,1866
55000,297,20092,8,695690,729290,33600
55000,165,20280,8,662221,663272,1051
55000,241,20230,7,570850,703624,132774
55000,189,20096,7,562841,777683,214842
55000,236,20277,7,548577,680591,132014
55000,232,20242,8,640329,812138,171809
55000,332,20350,8,584651,769040,184389
55000,178,20201,7,535293,756141,220848
55000,196,20231,7,635297,798894,163597
55000,321,20378,8,649366,755550,106184
55000,376,20212,8,672163,862343,190180
55000,367,20240,8,576896,708408,131512
55000,295,20355,7,565082,700073,134991
55000,89,20265,7,583529,719717,136188
55000,176,20272,7,669008,827051,158043
55000,762,20220,7,617964,761179,143215
55000,219,20187,7,814377,955707,141330
55000,299,20210,7,616515,777372,160857
55000,48,20243,8,654250,827814,173564
55000,769,20270,7,749609,890198,140589
55000,360,20190,8,655027,770971,115944
55000,218,20196,7,586076,691383,105307
55000,212,20262,8,613086,741731,128645
55000,412,20232,7,553812,848549,294737
55000,109,20180,9,632916,754735,121819
55000,609,20183,8,600787,883226,282439
55000,465,20261,8,561024,903443,342419
55000,663,20282,7,520300,670384,150084
55000,332,20219,7,612019,892813,280794
55000,502,20160,7,651974,850213,198239
55000,449,20388,7,743478,935640,192162
55000,508,20240,8,660335,751538,91203
55000,166,20202,7,611911,813508,201597
55000,201,20215,7,651325,704520,53195
55000,259,20300,8,712110,734800,22690
55000,128,20183,8,643081,777900,134819
55000,334,20224,7,673320,875681,202361
55000,158,20315,7,523888,743978,220090
55000,173,20185,8,643581,830500,186919
55000,60,20287,7,602761,819662,216901
55000,470,20311,8,628703,756081,127378
55000,326,20149,7,629885,732977,103092
55000,212,20171,7,576832,874251,297419
55000,693,20071,7,479236,687442,208206
55000,181,20220,7,648022,730617,82595
55000,187,20411,8,709159,754619,45460
55000,431,20180,7,541907,726122,184215
56000,279,20690,8,606782,737080,130298
56000,123,20491,7,647342,823872,176530
56000,455,20667,7,622330,801312,178982
56000,128,20617,8,620216,689305,69089
56000,191,20672,8,689481,756335,66854
56000,228,20638,8,666839,845709,178870
56000,84,20573,7,731799,865386,133587
56000,369,20534,7,626117,830319,204202
56000,530,20594,7,574100,751664,177564
56000,335,20586,8,552643,734754,182111
56000,122,20679,8,708113,896067,187954
56000,348,20685,8,618295,666095,47800
56000,150,20717,8,620905,764188,143283
56000,88,20504,8,601119,699699,98580
56000,259,20771,9,550122,747619,197497
56000,207,20723,7,560978,800947,239969
56000,419,20577,7,634769,693902,59133
56000,432,20661,8,545865,720941,175076
56000,75,20685,7,651424,772688,121264
56000,37,20500,7,569801,740107,170306
56000,260,20651,7,570403,681574,111171
56000,243,20584,8,574151,930760,356609
56000,698,20535,7,631491,851164,219673
56000,362,20592,7,615222,1011306,396084
56000,412,20759,7,659934,732089,72155
56000,526,20599,8,628103,965734,337631
56000,143,20641,7,608889,689142,80253
56000,346,20547,8,644923,718321,73398
56000,288,20574,8,603407,722551,119144
56000,494,20665,7,599325,780854,181529
56000,19,20525,7,716207,760062,43855
56000,414,20626,9,568318,695439,127121
56000,152,20718,7,584915,819195,234280
56000,210,20592,7,637246,742412,105166
56000,303,20550,8,595918,699657,103739
56000,114,20661,8,635856,765140,129284
56000,433,20646,7,623304,796438,173134
56000,259,20422,7,605949,745686,139737
56000,366,20603,8,550853,837159,286306
56000,394,20719,8,645593,705400,59807
56000,688,20630,7,614138,964454,350316
56000,309,20668,8,620515,705830,85315
56000,410,20604,8,605218,1000250,395032
56000,491,20502,7,628743,859276,230533
56000,316,20622,9,633253,778601,145348
56000,167,20518,7,636702,853771,217069
56000,368,20726,7,533848,741152,207304
56000,152,20691,7,701018,929102,228084
56000,145,20567,7,595479,832433,236954
56000,168,20542,7,556228,853488,297260
57000,192,21001,7,633939,768535,134596
57000,355,20859,8,603688,893471,289783
57000,177,21024,7,660170,843249,183079
57000,447,20965,8,783367,851019,67652
57000,293,21005,7,671299,838450,167151
57000,257,21039,8,838361,881256,42895
57000,522,20956,8,557840,734635,176795
57000,130,20969,7,565851,791284,225433
57000,241,20955,7,656588,846767,190179
57000,475,20947,7,545117,936044,390927
57000,263,21198,10,653239,854178,200939
57000,203,21041,7,675907,788205,112298
57000,68,21014,7,566013,776452,210439
57000,380,21074,7,668083,789663,121580
57000,481,20916,8,815549,860472,44923
57000,364,21121,8,658754,1026203,367449
57000,326,20952,8,718620,869643,151023
57000,610,20894,7,621529,809326,187797
57000,385,20843,8,699014,765107,66093
57000,351,20906,8,577734,752800,175066
57000,455,20970,7,649636,839312,189676
57000,407,20980,8,604980,815415,210435
57000,451,20782,7,624501,833789,209288
57000,473,20787,8,667347,771145,103798
57000,332,20949,8,763326,785761,22435
57000,453,20935,8,650807,938536,287729
57000,164,21020,8,674071,801874,127803
57000,537,21068,7,613214,773497,160283
57000,361,20947,9,612523,831511,218988
57000,794,20947,7,761412,855301,93889
57000,111,21022,7,581135,762975,181840
57000,72,20926,7,597754,714402,116648
57000,494,20993,7,786433,941845,155412
57000,663,20841,7,598574,928690,330116
57000,200,21055,7,586184,774724,188540
57000,438,20841,7,594116,734271,140155
57000,304,21074,7,601851,785824,183973
57000,157,20952,9,641498,926176,284678
57000,292,20999,7,624054,739476,115422
57000,348,21008,7,558980,756243,197263
57000,188,20901,7,567144,883772,316628
57000,447,20748,7,675184,781213,106029
57000,471,20911,7,629520,847484,217964
57000,298,21073,7,861375,890640,29265
57000,161,20944,9,644659,846005,201346
57000,338,20919,7,671164,815809,144645
57000,294,20967,8,778499,846393,67894
57000,348,21066,9,710141,818098,107957
57000,349,20942,7,686471,804431,117960
57000,282,20798,8,643345,806472,163127
58000,283,21384,8,627217,746481,119264
58000,224,21430,7,599975,710207,110232
58000,304,21473,8,717213,834851,117638
58000,353,21399,8,646341,1101564,455223
58000,296,21363,7,664281,763524,99243
58000,178,21447,8,622021,806406,184385
58000,451,21256,7,686646,790111,103465
58000,199,21402,7,591276,867635,276359
58000,670,21284,8,633688,771989,138301
58000,356,21378,7,725970,757103,31133
58000,366,21368,7,725787,761988,36201
58000,334,21380,7,747239,789689,42450
58000,411,21344,8,766318,892568,126250
58000,363,21462,7,724556,792570,68014
58000,157,21367,7,715715,836178,120463
58000,218,21259,7,786254,851588,65334
58000,461,21302,8,734148,787376,53228
58000,582,21252,7,586086,751399,165313
58000,332,21456,8,764691,993947,229256
58000,327,21388,7,585316,797396,212080
58000,42,21306,7,743204,805515,62311
58000,323,21285,8,687859,820832,132973
58000,201,21243,8,812704,959049,146345
58000,280,21345,7,610916,885971,275055
58000,445,21323,7,728349,820067,91718
58000,243,21313,8,646912,893721,246809
58000,744,21336,8,722376,828052,105676
58000,281,21331,8,599835,799767,199932
58000,181,21298,8,681364,733272,51908
58000,48,21434,7,680446,796986,116540
58000,554,21283,7,733177,764646,31469
58000,339,21346,8,685174,832085,146911
58000,391,21435,8,679028,742930,63902
58000,249,21421,7,722982,793223,70241
58000,151,21353,7,637866,862455,224589
58000,745,21339,7,689220,865928,176708
58000,67,21326,9,545968,826179,280211
58000,148,21414,7,728981,731305,2324
58000,158,21291,7,719475,814648,95173
58000,121,21286,8,630922,819167,188245
58000,506,21328,9,622896,843989,221093
58000,459,21414,7,648309,942133,293824
58000,907,21403,8,629169,710565,81396
58000,227,21390,9,692148,824628,132480
58000,148,21289,7,672295,776169,103874
58000,115,21352,8,656120,801401,145281
58000,58,21296,8,663036,989090,326054
58000,577,21299,8,690891,835022,144131
58000,129,21397,8,717748,791406,73658
58000,358,21271,8,592038,860581,268543
59000,90,21653,7,818321,827056,8735
59000,602,21782,8,766119,803641,37522
59000,217,21713,7,557164,794892,237728
59000,606,21611,8,622093,821727,199634
59000,405,21825,7,653373,810560,157187
59000,220,21739,10,780793,861532,80739
59000,250,21729,8,625350,910337,284987
59000,338,21704,7,947486,1045853,98367
59000,228,21670,8,924123,931213,7090
59000,217,21689,8,579870,782396,202526
59000,68,21722,8,720912,829566,108654
59000,673,21619,8,622139,741145,119006
59000,151,21667,7,648118,719610,71492
59000,233,21711,9,920723,1012352,91629
59000,132,21784,7,608022,891632,283610
59000,252,21637,7,625367,842016,216649
59000,387,21662,7,857697,870502,12805
59000,232,21740,7,755195,866646,111451
59000,626,21765,7,680131,765082,84951
59000,471,21572,8,575329,771238,195909
59000,107,21751,8,770570,796556,25986
59000,334,21705,8,695788,887502,191714
59000,233,21698,7,795147,967018,171871
59000,478,21743,7,829173,863181,34008
59000,363,21647,7,700696,813621,112925
59000,513,21771,7,645656,772513,126857
59000,223,21655,7,696193,806024,109831
59000,426,21787,7,742963,776570,33607
59000,395,21660,7,609796,772928,163132
59000,244,21641,7,641197,779896,138699
59000,212,21647,7,547605,770106,222501
59000,270,21572,7,699313,801252,101939
59000,620,21617,8,625278,865197,239919
59000,436,21734,7,657460,691748,34288
59000,183,21771,7,645395,820860,175465
59000,496,21665,7,616098,932370,316272
59000,283,21673,7,773368,946587,173219
59000,301,21721,8,600396,782616,182220
59000,251,21670,7,611501,709383,97882
59000,195,21668,7,630022,830173,200151
59000,373,21786,7,768027,925854,157827
59000,179,21623,7,583145,807328,224183
59000,447,21723,7,575118,876780,301662
59000,491,21685,7,644943,848008,203065
59000,316,21777,8,698230,795427,97197
59000,320,21681,9,684660,911991,227331
59000,450,21731,7,645519,1037793,392274
59000,616,21733,8,657946,988520,330574
59000,349,21671,7,653750,984788,331038
59000,386,21720,8,820993,1190227,369234
60000,211,22063,8,676082,791506,115424
60000,700,22095,7,620843,938429,317586
60000,202,22128,8,603929,784789,180860
60000,721,22046,7,700859,751176,50317
60000,179,21948,8,633097,843772,210675
60000,522,22094,8,640428,1002523,362095
60000,480,22075,7,690232,892568,202336
60000,738,22057,7,660985,803606,142621
60000,351,22127,8,609423,946357,336934
60000,309,22165,8,722928,878896,155968
60000,494,21939,8,666295,943322,277027
60000,462,22058,8,992628,1032371,39743
60000,246,22050,8,624855,763072,138217
60000,28,22083,8,647644,790499,142855
60000,172,22090,8,895921,897681,1760
60000,448,22086,8,737742,807281,69539
60000,267,22098,7,666416,790602,124186
60000,362,22139,8,629830,790945,161115
60000,158,22112,7,874374,915625,41251
60000,220,21997,7,547880,737449,189569
60000,111,22033,8,727397,817865,90468
60000,732,22041,7,733627,890810,157183
60000,82,22179,7,671412,887959,216547
60000,319,22143,7,690967,825287,134320
60000,380,22103,8,654081,838912,184831
60000,356,22082,6,671827,700575,28748
60000,273,22179,7,584740,926545,341805
60000,415,22131,7,923512,954922,31410
60000,312,21943,8,758217,1001465,243248
60000,605,22112,7,734500,825529,91029
60000,119,21986,10,719679,821249,101570
60000,458,22012,7,703512,855134,151622
60000,465,22193,7,699275,854994,155719
60000,322,22039,7,685202,1100547,415345
60000,512,22001,8,607489,843380,235891
60000,271,22056,7,662087,959381,297294
60000,428,22025,7,712627,858356,145729
60000,270,22147,7,601592,753191,151599
60000,432,22103,7,662612,819187,156575
60000,68,22017,8,759231,828490,69259
60000,140,22168,7,707930,858705,150775
60000,60,21965,8,688682,911118,222436
60000,302,22027,8,630237,895562,265325
60000,314,22183,8,702549,795544,92995
60000,382,22124,7,582572,812427,229855
60000,401,22020,8,691173,844326,153153
60000,341,22043,7,671496,915677,244181
60000,396,22206,8,795762,937135,141373
60000,446,22207,7,732002,938592,206590
60000,443,22194,7,707743,873180,165437
61000,897,22480,8,709362,842892,133530
61000,208,22486,8,662483,936374,273891
61000,280,22379,7,817832,850595,32763
61000,425,22415,7,694619,1033764,339145
61000,625,22456,8,623590,867088,243498
61000,215,22326,8,649522,1007258,357736
61000,556,22448,7,789875,828715,38840
61000,310,22540,7,779158,843376,64218
61000,600,22379,8,700115,840816,140701
61000,173,22524,7,695923,843405,147482
61000,12,22342,8,721238,797982,76744
61000,280,22339,8,710122,1057636,347514
61000,616,22458,7,581465,767822,186357
61000,118,22372,7,856758,890011,33253
61000,183,22557,7,601762,801584,199822
61000,175,22425,8,749782,834802,85020
61000,575,22474,8,784332,910273,125941
61000,362,22532,8,734544,804779,70235
61000,279,22620,8,723952,868589,144637
61000,220,22313,7,813121,839364,26243
61000,125,22427,7,752032,808266,56234
61000,116,22393,7,658621,817457,158836
61000,382,22469,9,644208,873918,229710
61000,77,22506,8,598649,910623,311974
61000,642,22320,7,759257,945673,186416
61000,150,22369,9,657018,882129,225111
61000,341,22390,8,692119,863280,171161
61000,43,22486,7,655640,775934,120294
61000,223,22486,8,652024,908854,256830
61000,323,22452,7,706647,870187,163540
61000,254,22486,7,592355,848942,256587
61000,143,22273,9,705032,1079440,374408
61000,284,22462,7,779553,893708,114155
61000,312,22373,8,672590,825530,152940
61000,489,22433,7,787286,809650,22364
61000,398,22403,7,689406,890566,201160
61000,354,22427,8,705712,929001,223289
61000,296,22412,7,657346,766689,109343
61000,96,22460,7,657989,802040,144051
61000,466,22541,8,693057,877646,184589
61000,59,22448,7,651093,851633,200540
61000,64,22428,7,697949,844849,146900
61000,340,22486,7,760272,856359,96087
61000,449,22397,9,683894,762303,78409
61000,176,22299,9,667059,829764,162705
61000,366,22538,8,820997,1080340,259343
61000,657,22506,7,841618,920673,79055
61000,362,22473,7,785721,794629,8908
61000,178,22570,9,640410,858574,218164
61000,467,22485,7,652908,801832,148924
62000,436,22819,7,670041,870152,200111
62000,164,22857,7,715968,818684,102716
62000,234,22934,8,652120,846775,194655
62000,334,22846,8,631557,828335,196778
62000,457,22676,8,742079,813016,70937
62000,264,22955,7,712249,958261,246012
62000,362,22709,8,721296,902352,181056
62000,503,22814,8,648534,900486,251952
62000,185,22761,8,722306,871468,149162
62000,162,22811,8,690614,863052,172438
62000,219,22824,8,648298,805902,157604
62000,337,22819,8,727605,791502,63897
62000,496,22783,7,702565,992477,289912
62000,322,22876,7,663851,838413,174562
62000,140,22832,7,621738,995196,373458
62000,375,22892,8,763489,788906,25417
62000,307,22723,7,741558,806413,64855
62000,445,22810,8,581606,902925,321319
62000,258,22698,8,791158,862125,70967
62000,284,22870,8,736377,967273,230896
62000,366,22768,7,805997,890392,84395
62000,549,22868,7,633172,866123,232951
62000,248,22817,7,768659,896430,127771
62000,179,22774,7,834939,876869,41930
62000,322,22928,7,724387,875106,150719
62000,118,22744,7,575301,799191,223890
62000,301,22887,7,750072,888514,138442
62000,342,22744,8,768958,838743,69785
62000,729,22828,8,738418,849681,111263
62000,187,22737,7,713252,894732,181480
62000,441,22785,6,680578,923910,243332
62000,396,22810,7,837532,930046,92514
62000,151,22700,8,656656,827201,170545
62000,667,22778,8,771700,949052,177352
62000,9,22764,8,619967,1005571,385604
62000,499,22755,7,653445,903690,250245
62000,90,22795,7,674365,866605,192240
62000,374,22806,7,676960,939089,262129
62000,321,22918,9,662039,1083476,421437
62000,344,22852,7,711538,891793,180255
62000,253,22775,7,706317,796246,89929
62000,390,22721,7,752685,930393,177708
62000,594,22759,7,741342,904818,163476
62000,801,22836,7,675998,900137,224139
62000,652,22999,8,750381,830297,79916
62000,483,22763,7,775907,1118272,342365
62000,116,22790,7,690860,811667,120807
62000,452,22823,8,1066712,1117629,50917
62000,327,22836,7,560364,811273,250909
62000,58,22695,7,738260,818468,80208
63000,108,23160,8,687887,1062559,374672
63000,278,23126,8,660944,905098,244154
63000,239,23293,7,789303,962398,173095
63000,530,23100,8,729697,833141,103444
63000,94,23203,8,600247,784411,184164
63000,282,23097,7,755174,845456,90282
63000,265,23193,8,661877,865625,203748
63000,258,23199,8,727449,848146,120697
63000,87,23272,8,701513,814488,112975
63000,480,23299,7,697500,996557,299057
63000,393,23227,7,702697,1139231,436534
63000,101,23280,8,655920,796418,140498
63000,466,23007,8,781813,874043,92230
63000,90,23097,8,681263,821068,139805
63000,279,23194,7,777675,870059,92384
63000,188,23231,8,803647,830644,26997
63000,269,23130,8,742992,880658,137666
63000,277,23199,7,823608,927959,104351
63000,250,23105,7,654847,960626,305779
63000,272,23214,8,697327,877957,180630
63000,560,23328,7,682969,859347,176378
63000,345,23285,7,753190,862929,109739
63000,41,23194,8,702828,855405,152577
63000,142,23024,7,682877,827705,144828
63000,104,23129,8,728243,876363,148120
63000,271,23217,9,754463,873254,118791
63000,702,23117,7,650058,842556,192498
63000,314,23034,7,669272,843433,174161
63000,552,23202,8,681319,870617,189298
63000,153,23232,7,769706,962135,192429
63000,289,23175,7,945987,952450,6463
63000,370,23130,7,722776,848420,125644
63000,201,23014,8,750830,871309,120479
63000,308,23330,8,703250,887022,183772
63000,77,23319,8,709271,806299,97028
63000,492,23185,7,630742,887162,256420
63000,142,23082,7,788792,1128181,339389
63000,421,23148,8,690439,899643,209204
63000,535,23124,7,780822,890399,109577
63000,537,23107,7,639759,784151,144392
63000,154,23350,7,704879,971967,267088
63000,140,23318,7,682358,849259,166901
63000,384,23136,8,745534,866166,120632
63000,136,23143,7,745659,825663,80004
63000,268,23195,7,715198,915192,199994
63000,248,22926,7,741311,950344,209033
63000,298,23335,7,753210,840427,87217
63000,153,23024,7,712476,883718,171242
63000,137,23214,8,843051,866352,23301
63000,627,23033,8,869309,985509,116200
64000,293,23504,8,735319,1142918,407599
64000,224,23474,7,752948,899718,146770
64000,347,23586,8,718422,941756,223334
64000,140,23525,7,709382,839448,130066
64000,112,23561,8,722152,895220,173068
64000,382,23526,8,703410,1010880,307470
64000,176,23437,8,705805,843003,137198
64000,194,23675,8,695529,932818,237289
64000,319,23505,7,795590,1071908,276318
64000,583,23550,8,712206,905344,193138
64000,282,23598,7,767305,944844,177539
64000,133,23456,7,722634,905546,182912
64000,412,23446,8,877930,907542,29612
64000,150,23579,8,883138,962060,78922
64000,679,23643,9,688786,1042392,353606
64000,50,23325,8,731218,911859,180641
64000,76,23492,8,900302,1003432,103130
64000,497,23550,8,773625,846940,73315
64000,267,23579,8,664500,789414,124914
64000,728,23460,8,815590,873930,58340
64000,78,23513,7,715820,820910,105090
64000,297,23420,7,764354,877509,113155
64000,595,23536,7,730465,805773,75308
64000,194,23546,9,751459,839107,87648
64000,656,23604,7,852643,1057690,205047
64000,233,23645,8,785975,857101,71126
64000,17,23761,7,708335,860546,152211
64000,295,23580,8,664009,882967,218958
64000,456,23525,7,717970,901018,183048
64000,223,23681,7,607076,851743,244667
64000,168,23457,8,777725,855391,77666
64000,196,23513,7,699759,946640,246881
64000,86,23387,8,732247,988104,255857
64000,164,23545,8,1020159,1166556,146397
64000,768,23546,7,665999,921654,255655
64000,50,23713,8,715611,829852,114241
64000,512,23549,7,676248,899049,222801
64000,166,23458,7,646939,980998,334059
64000,464,23380,7,784925,955943,171018
64000,423,23474,7,763083,958383,195300
64000,438,23423,7,754070,785345,31275
64000,325,23440,8,763042,990562,227520
64000,321,23399,9,806817,877232,70415
64000,447,23529,7,724041,870948,146907
64000,167,23606,7,775617,865814,90197
64000,468,23492,7,670796,802262,131466
64000,349,23461,8,807510,881093,73583
64000,121,23577,7,654833,921487,266654
64000,382,23621,8,867091,1056344,189253
64000,164,23540,8,695092,916099,221007
65000,19,23870,7,688446,872081,183635
65000,281,24022,8,673437,1159854,486417
65000,517,23903,7,894322,909586,15264
65000,169,23938,7,699914,884838,184924
65000,400,24109,8,792084,825462,33378
65000,282,23865,7,686566,786459,99893
65000,382,23827,8,844185,901273,57088
65000,355,23863,8,1027665,1095276,67611
65000,196,23928,8,742782,860922,118140
65000,380,24030,9,685936,942948,257012
65000,377,23928,7,782678,915874,133196
65000,306,23774,7,689584,863543,173959
65000,381,23773,8,671806,815192,143386
65000,247,23888,8,760169,908797,148628
65000,286,23951,8,912222,932921,20699
65000,455,24011,7,667939,864658,196719
65000,82,23913,8,812580,983760,171180
65000,372,24028,8,822265,839329,17064
65000,362,23955,7,807789,1161089,353300
65000,220,23827,7,752938,956355,203417
65000,238,23910,8,708484,926281,217797
65000,172,23845,7,788609,873851,85242
65000,460,23853,7,765009,865038,100029
65000,606,23887,8,662435,769683,107248
65000,276,23770,7,664123,883274,219151
65000,502,23881,7,780725,905612,124887
65000,538,23969,8,755231,978138,222907
65000,114,23803,8,819235,1039259,220024
65000,53,23984,8,746619,865389,118770
65000,415,23911,7,754475,905492,151017
65000,192,23887,7,685306,877318,192012
65000,393,23966,7,688187,1014032,325845
65000,71,24020,7,684874,1004196,319322
65000,290,23932,7,918167,1170912,252745
65000,144,24017,8,719162,826023,106861
65000,256,23810,8,684871,967080,282209
65000,367,23939,7,807037,869081,62044
65000,514,23841,7,660621,954406,293785
65000,251,23956,7,675902,920615,244713
65000,333,23744,7,814185,967108,152923
65000,150,23942,8,886956,919794,32838
65000,301,23926,8,790195,821036,30841
65000,286,23895,7,621110,834987,213877
65000,179,23984,8,801855,1002499,200644
65000,246,23757,8,735926,921178,185252
65000,163,23879,7,723804,870817,147013
65000,407,23842,7,720391,818078,97687
65000,392,23853,8,861654,960202,98548
65000,508,23731,7,747074,1121332,374258
65000,417,23870,8,682423,1241828,559405
66000,141,24328,7,692061,852748,160687
66000,299,24204,9,741231,928758,187527
66000,572,24304,8,713441,935187,221746
66000,138,24207,8,825525,1007958,182433
66000,175,24240,7,798439,853138,54699
66000,278,24271,8,729717,964648,234931
66000,105,24172,7,723008,948444,225436
66000,170,24334,7,698638,841029,142391
66000,188,24261,8,858037,919590,61553
66000,129,24322,8,704571,883886,179315
66000,392,24227,7,765128,872593,107465
66000,240,24232,7,780170,987028,206858
66000,144,24394,7,728511,913147,184636
66000,166,24262,7,682762,1042528,359766
66000,173,24352,7,803033,938006,134973
66000,165,24229,7,595282,876641,281359
66000,440,24356,7,689754,933143,243389
66000,535,24353,8,778163,1039130,260967
66000,268,24271,7,763874,1012573,248699
66000,482,24301,8,735193,941392,206199
66000,222,24387,7,842466,902624,60158
66000,84,24315,7,803901,1030213,226312
66000,199,24162,9,982804,988706,5902
66000,94,24104,9,716716,902619,185903
66000,330,24279,8,873963,1115952,241989
66000,523,24258,8,780013,948879,168866
66000,80,24290,9,686288,862680,176392
66000,484,24330,8,710970,973105,262135
66000,223,24276,7,702037,962917,260880
66000,442,24238,8,750012,945704,195692
66000,250,24239,8,778625,1007191,228566
66000,296,24284,7,817008,914279,97271
66000,485,24184,8,707600,910462,202862
66000,204,24262,7,725470,898115,172645
66000,515,24370,7,878117,1002802,124685
66000,173,24433,8,780768,1103816,323048
66000,377,24154,7,742869,816208,73339
66000,371,24276,7,719171,858246,139075
66000,51,24240,7,795610,858464,62854
66000,149,24314,8,814215,969134,154919
66000,519,24344,8,734583,955689,221106
