n,B,U,L,C,D,D-C
92000,79,33708,9,988243,1347499,359256
92000,233,33831,7,1045818,1391787,345969
92000,198,33814,8,1079504,1377293,297789
92000,287,33806,8,985199,1292182,306983
92000,167,33826,7,1084026,1246866,162840
92000,138,33845,8,1051379,1308158,256779
92000,348,33920,7,1070954,1189650,118696
92000,483,33892,8,1036240,1365297,329057
92000,482,33966,7,1174609,1371581,196972
92000,531,33829,7,1357357,1378685,21328
92000,196,33622,8,987360,1309812,322452
92000,442,33976,7,986764,1275519,288755
92000,153,33801,9,1032695,1373566,340871
92000,522,33763,8,1196518,1310238,113720
92000,480,33795,7,1224960,1467913,242953
92000,78,33773,8,1167038,1289155,122117
92000,288,33724,7,902994,1256598,353604
92000,409,33888,8,1114886,1180953,66067
92000,387,33767,9,1180977,1203206,22229
92000,150,33855,7,1269156,1424678,155522
92000,446,33863,7,1027847,1478505,450658
92000,376,33848,7,1163712,1274998,111286
92000,319,33799,8,1109375,1272756,163381
92000,511,33950,8,1283538,1324164,40626
92000,520,33642,7,1314137,1401742,87605
92000,992,33880,8,1295224,1368570,73346
92000,514,33844,7,1207353,1245165,37812
92000,248,33806,8,1051242,1193949,142707
92000,648,33725,7,1046920,1325120,278200
92000,298,33830,7,1245709,1484042,238333
92000,416,33829,8,996222,1307666,311444
92000,473,33967,9,949640,1319867,370227
92000,581,33776,7,1111186,1335117,223931
92000,212,34068,8,930976,1336463,405487
92000,515,33833,7,979352,1204574,225222
92000,409,33673,9,1104221,1268427,164206
92000,471,33829,9,1160401,1256389,95988
92000,357,33885,10,1058717,1164197,105480
92000,99,33861,8,1188255,1290454,102199
92000,168,33810,8,1114231,1685699,571468
92000,205,33790,8,1052336,1340132,287796
93000,536,34289,8,1101663,1524541,422878
93000,144,34285,7,1227178,1323215,96037
93000,272,34326,8,1209673,1437123,227450
93000,97,34368,8,1154938,1185696,30758
93000,469,34308,7,1057092,1300557,243465
93000,234,34221,7,952358,1160998,208640
93000,576,34170,7,940124,1280047,339923
93000,375,34125,8,1102064,1379557,277493
93000,297,34284,9,1293341,1428026,134685
93000,229,34194,8,925458,1430651,505193
93000,200,34097,7,1007156,1364084,356928
93000,345,34211,7,1106883,1283164,176281
93000,621,34301,7,957404,1297533,340129
93000,123,34171,8,1001279,1300564,299285
93000,358,34237,8,1010938,1360118,349180
93000,247,34244,8,1087710,1530942,443232
93000,376,34382,8,968151,1410781,442630
93000,124,34116,9,1042287,1184213,141926
93000,773,34146,8,1342441,1731180,388739
93000,236,34324,8,1124680,1290119,165439
93000,206,34253,7,1423790,1462576,38786
93000,291,34284,8,1428768,1641424,212656
93000,408,34343,8,1192505,1421257,228752
93000,487,34242,7,1173931,1412515,238584
93000,460,34143,9,1158903,1461461,302558
93000,268,34210,8,1054891,1287070,232179
93000,242,34384,8,1096658,1301149,204491
93000,1078,34275,7,1090787,1495649,404862
93000,545,34266,7,1228576,1511283,282707
93000,363,34462,8,1109549,1358508,248959
93000,353,34122,8,1334555,1374738,40183
93000,494,34240,8,989455,1548007,558552
93000,376,34230,8,1189116,1309774,120658
93000,73,34278,8,1189690,1370139,180449
93000,453,34116,8,1188778,1288452,99674
93000,120,34043,8,1126619,1408036,281417
93000,49,34023,7,1057286,1550536,493250
93000,411,34146,8,1445344,1492292,46948
93000,220,34177,7,1093367,1417852,324485
93000,252,34138,7,1268693,1383593,114900
93000,515,34310,8,1240938,1461620,220682
93000,241,34124,7,1151664,1361142,209478
93000,380,34265,7,1209631,1366728,157097
93000,83,34254,8,1344442,1386792,42350
93000,254,34282,7,1161880,1268289,106409
93000,296,34099,8,943979,1279702,335723
93000,168,34139,8,1010326,1250689,240363
93000,325,34195,8,1009118,1342440,333322
93000,169,34156,8,1314783,1531366,216583
93000,458,34151,8,1179004,1686436,507432
94000,185,34651,8,1062831,1641092,578261
94000,285,34361,8,1090477,1138774,48297
94000,548,34692,8,926530,1254015,327485
94000,332,34659,8,1234503,1370139,135636
94000,341,34597,7,1166498,1244810,78312
94000,1397,34479,8,1021498,1215259,193761
94000,176,34592,8,1077963,1326034,248071
94000,433,34548,7,1146023,1562947,416924
94000,363,34468,7,1003395,1264984,261589
94000,510,34608,7,978621,1311329,332708
94000,77,34481,7,1140515,1593619,453104
94000,203,34498,8,1119181,1366401,247220
94000,775,34453,8,1063061,1347267,284206
94000,257,34516,8,1087089,1454272,367183
94000,328,34680,8,1105300,1431008,325708
94000,278,34570,8,1103432,1468802,365370
94000,67,34709,8,1099970,1347748,247778
94000,469,34552,9,1023912,1321286,297374
94000,294,34434,8,1011660,1444531,432871
94000,335,34683,8,1117412,1292764,175352
94000,117,34533,8,1009733,1185049,175316
94000,806,34481,8,1121892,1295510,173618
94000,406,34741,9,1432792,1486709,53917
94000,618,34530,8,1112895,1786073,673178
94000,389,34575,7,1092921,1172478,79557
94000,804,34738,8,1179246,1470718,291472
94000,621,34526,8,1146728,1387916,241188
94000,530,34558,9,1155832,1375792,219960
94000,379,34689,8,1115574,1332041,216467
94000,653,34632,9,1275089,1296123,21034
94000,361,34547,8,1081227,1405104,323877
94000,303,34502,8,1164569,1287686,123117
94000,290,34517,8,1038391,1323828,285437
94000,460,34639,7,1284074,1398678,114604
94000,187,34575,8,1006322,1350426,344104
94000,339,34524,8,1036381,1573808,537427
94000,412,34605,8,1191051,1272802,81751
94000,1032,34691,8,1245705,1262078,16373
94000,239,34665,8,1025872,1288253,262381
94000,133,34636,8,1107780,1451146,343366
94000,413,34918,8,970014,1385586,415572
94000,254,34537,8,1311544,1330287,18743
94000,192,34551,8,1061703,1199458,137755
94000,411,34649,7,1157732,1302369,144637
94000,589,34587,8,1083425,1193694,110269
94000,578,34581,8,1081628,1532200,450572
94000,596,34651,7,1032947,1261695,228748
94000,671,34526,8,1091150,1552778,461628
94000,233,34516,8,1160117,1477907,317790
94000,693,34685,7,1075259,1284427,209168
95000,880,35002,7,1139231,1251953,112722
95000,39,34973,7,1255885,1399050,143165
95000,225,35049,8,1103441,1317331,213890
95000,656,34881,8,1017646,1232337,214691
95000,56,34931,8,1110620,1283391,172771
95000,251,34892,8,1201696,1402198,200502
95000,492,34837,9,994187,1180813,186626
95000,420,34834,7,1289443,1299052,9609
95000,349,34929,8,1077755,1385014,307259
95000,333,34776,7,1122106,1320170,198064
95000,670,34922,8,1097830,1289692,191862
95000,355,34756,8,1041262,1389321,348059
95000,364,35095,8,1137773,1307346,169573
95000,375,34897,7,1107580,1322142,214562
95000,896,34901,8,1264916,1370329,105413
95000,755,34896,8,1081027,1332064,251037
95000,30,34929,7,1132298,1281180,148882
95000,733,34988,7,1244558,1440120,195562
95000,152,34740,7,1221264,1339340,118076
95000,486,35234,8,1117922,1651407,533485
95000,385,34860,7,1261397,1508034,246637
95000,306,35023,9,1127887,1323428,195541
95000,169,34903,8,1186668,1829342,642674
95000,237,34907,7,1182504,1235624,53120
95000,719,34911,8,1059729,1232917,173188
95000,124,34978,7,1119323,1583724,464401
95000,626,34995,8,1146406,1470635,324229
95000,123,35095,7,1277784,1383688,105904
95000,362,34856,9,1280538,1566420,285882
95000,559,34898,8,1186361,1409850,223489
95000,261,35098,7,1069717,1436720,367003
95000,360,34916,7,1131443,1744639,613196
95000,483,35130,7,1323066,1727587,404521
95000,345,35088,8,1131687,1276933,145246
95000,153,34707,8,1270161,1502954,232793
95000,274,34944,7,1150911,1351703,200792
95000,315,34863,8,1134244,1212388,78144
95000,339,35038,8,1392145,1514687,122542
95000,473,35083,8,1033523,1385065,351542
95000,167,35008,7,1049733,1297399,247666
95000,673,35067,8,1073031,1283557,210526
95000,640,34994,7,1246275,1555539,309264
95000,546,35141,7,1059604,1302922,243318
95000,508,35033,7,961249,1391985,430736
95000,68,34931,8,1163222,1419945,256723
95000,783,35002,8,1346019,1354918,8899
95000,519,34831,8,1206827,1371787,164960
95000,172,35011,8,1246950,1373183,126233
95000,222,34888,8,1049952,1509327,459375
95000,614,35017,7,1071762,1481510,409748
96000,315,35253,8,1077290,1184143,106853
96000,374,35401,8,1238354,1345052,106698
96000,271,35188,7,1116615,1394308,277693
96000,354,35474,9,1137311,1430255,292944
96000,154,35229,8,1302649,1623770,321121
96000,233,35576,8,1219034,1297695,78661
96000,436,35239,8,931390,1299272,367882
96000,616,35192,8,1162617,1579496,416879
96000,479,35294,7,1042638,1216293,173655
96000,324,35425,7,1032913,1551719,518806
96000,337,35295,7,1115297,1371164,255867
96000,150,35176,8,1039515,1360610,321095
96000,112,35306,7,1023300,1272228,248928
96000,347,35159,8,1057277,1406093,348816
96000,335,35203,7,1211873,1454894,243021
96000,256,35331,8,1168916,1479833,310917
96000,328,35456,8,1284554,1366838,82284
96000,244,35371,9,1113057,1376154,263097
96000,428,35342,8,1086219,1340947,254728
96000,316,35233,8,1175474,1436294,260820
96000,145,35401,9,1399413,1514006,114593
96000,282,35248,8,1231189,1338454,107265
96000,277,35235,7,1040091,1307899,267808
96000,156,35342,8,1164585,1464741,300156
96000,142,35243,7,1060956,1314265,253309
96000,511,35363,8,1084811,1355746,270935
96000,456,35319,7,1110841,1258146,147305
96000,519,35300,8,1521247,1576651,55404
96000,53,35191,7,1126750,1387406,260656
96000,235,35328,7,1187933,1537758,349825
96000,200,35431,7,1322430,1686117,363687
96000,762,35420,9,1034532,1454127,419595
96000,608,35272,8,1021565,1385929,364364
96000,226,35379,7,927241,1225844,298603
96000,363,35369,8,1135818,1741813,605995
96000,789,35110,8,987573,1773916,786343
96000,108,35306,7,1173613,1530028,356415
96000,87,35314,8,1136645,1496132,359487
96000,701,35271,7,1039913,1519306,479393
96000,598,35189,8,1180348,1333223,152875
96000,503,35136,7,1399244,1471710,72466
96000,509,35238,7,1132951,1367195,234244
96000,153,35099,8,1252945,1430563,177618
96000,247,35377,8,1040390,1441412,401022
96000,565,35366,8,1004828,1307780,302952
96000,128,35425,8,1159048,1232495,73447
96000,227,35478,8,1105855,1289859,184004
96000,384,35151,8,997794,1385110,387316
96000,559,35352,7,1097154,1366805,269651
96000,179,35385,9,1287274,1467673,180399
97000,231,35672,9,1495209,1533053,37844
97000,324,35564,8,1461346,1582427,121081
97000,471,35563,9,1083782,1552955,469173
97000,442,35721,8,1095628,1362860,267232
97000,365,35691,7,1089980,1278589,188609
97000,125,35766,7,1023649,1443895,420246
97000,542,35740,7,1488020,1503622,15602
97000,532,35892,7,1199353,1288814,89461
97000,238,35728,9,1064011,1417765,353754
97000,318,35710,8,1100204,1460501,360297
97000,340,35591,7,1019867,1290080,270213
97000,361,35807,8,1012706,1487928,475222
97000,557,35646,9,1500739,1720723,219984
97000,150,35740,9,1053268,1493309,440041
97000,237,35583,7,1185060,1474204,289144
97000,753,35667,9,1259550,1356800,97250
97000,313,35711,8,1183619,1262382,78763
97000,566,35602,8,1145863,1356121,210258
97000,1001,35598,9,1197617,1380522,182905
97000,222,35604,9,1179751,1678868,499117
97000,352,35628,8,1058317,1306099,247782
97000,751,35664,9,1200551,1380520,179969
97000,85,35750,8,1058402,1388792,330390
97000,341,35752,8,1104212,1475313,371101
97000,405,35698,7,1659398,1664243,4845
97000,66,35680,7,1228014,1392950,164936
97000,201,35510,8,1195712,1459990,264278
97000,407,35822,9,1086080,1417185,331105
97000,463,35731,8,1317100,1476840,159740
97000,728,35606,7,1032493,1343465,310972
97000,491,35634,7,1075041,1754912,679871
97000,110,35784,7,1089380,1463608,374228
97000,399,35655,9,1072087,1312903,240816
97000,70,35605,7,1013855,1315636,301781
97000,176,35799,8,995693,1322334,326641
97000,553,35737,7,1118328,1299019,180691
97000,692,35800,8,1379362,1527048,147686
97000,194,35696,7,1186244,1525538,339294
97000,379,35706,8,1104149,1410572,306423
97000,359,35639,7,1150276,1345122,194846
97000,406,35605,8,1079249,1463569,384320
97000,391,35671,7,1162658,1981527,818869
97000,181,35746,7,1022711,1639956,617245
97000,558,35762,7,1116718,1890226,773508
97000,248,35554,8,1114799,1461279,346480
97000,307,35767,8,1140827,1586817,445990
97000,519,35665,8,1063737,1457206,393469
97000,282,35708,8,1096661,1740674,644013
97000,398,35577,7,1171277,1221056,49779
97000,660,35723,8,1140043,1457364,317321
98000,302,35916,8,1166696,1465200,298504
98000,493,36064,8,1387093,1496618,109525
98000,532,35996,7,1076559,1335277,258718
98000,248,36102,8,1199376,1332259,132883
98000,255,36090,9,1544092,1594611,50519
98000,539,35937,7,1115126,1399226,284100
98000,634,36134,7,1209811,1457891,248080
98000,369,36032,7,1025864,1249805,223941
98000,176,35866,7,1137853,1583534,445681
98000,579,36128,9,1141641,1334417,192776
98000,572,36034,8,1105089,1451863,346774
98000,379,36267,8,1090268,1331473,241205
98000,281,36014,7,1296262,1608982,312720
98000,141,36050,7,1131888,1402331,270443
98000,508,36020,8,995545,1434781,439236
98000,54,36079,8,1049917,1345208,295291
98000,605,36235,8,1225918,1563884,337966
98000,37,36124,8,1195543,1306058,110515
98000,544,36049,8,1185630,1502967,317337
98000,256,36211,8,1348591,1496744,148153
98000,168,35998,7,1197699,1303067,105368
98000,618,36205,8,990046,1571175,581129
98000,317,36029,7,1100532,1477879,377347
98000,89,36328,8,1205509,1392926,187417
98000,718,35958,7,1109105,1460537,351432
98000,179,36063,8,1114062,1500642,386580
98000,444,36147,8,1111902,1656401,544499
98000,61,36175,7,1169968,1347261,177293
98000,393,36253,8,1109395,1613729,504334
98000,399,36111,7,1141331,1468383,327052
98000,639,36137,7,1221739,1358544,136805
98000,565,36055,8,1090998,1354963,263965
98000,295,36016,7,1083513,1582696,499183
98000,228,36100,8,1105552,1296136,190584
98000,325,36023,9,1272954,1387959,115005
98000,828,35939,9,1093232,1551981,458749
98000,275,36094,7,1134629,1507739,373110
98000,421,36119,7,1114684,1492062,377378
98000,242,35991,8,1312741,1567881,255140
98000,147,36003,8,1087840,1424587,336747
98000,271,36067,8,1132785,1451630,318845
98000,453,36008,8,1209913,1416088,206175
98000,283,36226,8,1038777,1503783,465006
98000,177,36009,8,1222330,1429400,207070
98000,368,36174,8,1141737,1264260,122523
98000,576,36096,8,1136305,1411307,275002
98000,387,36056,7,1254677,1422059,167382
98000,233,36110,8,1221707,1576473,354766
98000,360,36005,8,1336335,1397739,61404
98000,238,36156,8,1183240,1502291,319051
99000,564,36334,7,1161818,1417724,255906
99000,640,36401,7,1134577,1400621,266044
99000,382,36498,8,1162682,1285460,122778
99000,191,36393,7,1127934,1404852,276918
99000,63,36353,8,1087572,1343649,256077
99000,188,36429,8,1081950,1284117,202167
99000,108,36433,8,1154621,1427637,273016
99000,469,36449,8,1057704,1421206,363502
99000,400,36564,8,1291970,1360599,68629
99000,401,36346,7,1112250,1317945,205695
99000,274,36363,9,1091160,1551143,459983
99000,447,36456,7,1225180,1463215,238035
99000,488,36404,8,1125977,1405571,279594
99000,245,36446,7,1324163,1420655,96492
99000,457,36273,7,1143851,1584069,440218
99000,358,36367,8,1249536,1456908,207372
99000,153,36403,7,1088151,1443964,355813
99000,240,36453,8,1345268,1507172,161904
99000,456,36302,8,1101097,1384862,283765
99000,309,36495,9,1173476,1468567,295091
99000,144,36586,9,1022649,1487534,464885
99000,510,36364,8,1511862,1562083,50221
99000,376,36305,9,1147533,1378269,230736
99000,183,36289,7,1273982,1445225,171243
99000,519,36352,8,1135856,1296084,160228
99000,378,36464,7,1231438,1450952,219514
99000,67,36646,8,1163896,1432853,268957
99000,326,36415,11,1171864,1421578,249714
99000,365,36505,8,1175348,1404169,228821
99000,594,36570,8,1044033,1313186,269153
99000,203,36459,8,1213246,1286828,73582
99000,218,36446,7,1215721,1461764,246043
99000,519,36434,8,1083925,1619719,535794
99000,162,36393,7,1087734,1402330,314596
99000,332,36327,7,1519807,1694565,174758
99000,527,36524,10,996680,1649369,652689
99000,242,36532,7,1172795,1480544,307749
99000,342,36430,8,1094406,1244191,149785
99000,654,36446,8,1866533,1927760,61227
99000,262,36522,8,1227833,1310134,82301
99000,630,36372,7,1168512,1420357,251845
99000,194,36449,7,1094456,1466704,372248
99000,281,36413,8,1171002,1852285,681283
99000,403,36556,9,1313923,1476311,162388
99000,186,36316,8,1175633,1410626,234993
99000,586,36492,7,1150687,1257704,107017
99000,414,36529,10,1246850,1422492,175642
99000,588,36455,7,1199839,1557366,357527
99000,436,36426,7,1203610,1417220,213610
99000,403,36373,8,1270352,1660361,390009
100000,625,36861,7,1447322,1543182,95860
100000,481,36865,7,1275026,1345016,69990
100000,244,36679,10,1344014,1351762,7748
100000,309,36851,7,1507660,1536001,28341
100000,461,36872,10,1193120,1402641,209521
100000,234,36883,8,1182701,1604872,422171
100000,683,36896,7,1137076,1308872,171796
100000,447,36671,7,1099104,1442391,343287
100000,280,37005,7,1083600,1679434,595834
100000,247,36785,8,1365068,1472580,107512
100000,173,36839,9,1120244,1297755,177511
100000,186,36789,8,961034,1574588,613554
100000,681,36798,8,1238295,1309798,71503
100000,174,36688,9,1182295,1343776,161481
100000,355,36674,8,1142473,1623282,480809
100000,177,36747,8,1391137,1525784,134647
100000,493,36841,8,1114612,1488617,374005
100000,530,36868,8,1120925,1547772,426847
100000,491,36782,8,1098174,1552351,454177
100000,215,36578,8,1159179,1528196,369017
100000,114,36835,7,1167467,1455690,288223
100000,252,36826,8,1061191,1353299,292108
100000,392,36948,8,1058998,1523395,464397
100000,110,36733,7,1366488,1617655,251167
100000,457,36869,7,1022574,1423432,400858
100000,419,36915,8,1202808,1374781,171973
100000,775,36576,8,1393348,1430631,37283
100000,355,36886,7,1113674,1501339,387665
100000,350,36724,8,1223117,1456339,233222
100000,466,36875,8,1086961,1278811,191850
100000,89,36850,8,1153883,1404892,251009
100000,438,36768,7,1248246,1419049,170803
100000,174,36642,8,1339658,1566612,226954
100000,130,36736,9,1493316,1530828,37512
100000,848,36808,8,1095923,1910835,814912
100000,831,36960,7,1083510,1492982,409472
100000,93,36826,8,1193390,1371320,177930
100000,369,36634,7,1141190,1435190,294000
100000,709,36928,8,1180486,1406751,226265
