n,c,error_inverse,error_gauss
5,10.0,6.734946328680591e-16,5.790214889958144e-16
5,10.0,2.220446049250313e-16,1.1102230246251565e-16
5,10.0,5.790214889958144e-16,5.790214889958144e-16
5,10.0,3.2934537262255424e-16,2.808666774861361e-16
5,10.0,1.719950113979703e-16,2.808666774861361e-16
5,10.0,9.930136612989092e-17,1.4043333874306804e-16
5,10.0,9.930136612989092e-17,1.7901808365247238e-16
5,10.0,1.2161883888976234e-16,0.0
5,10.0,2.531698018113677e-16,3.5803616730494477e-16
5,10.0,5.790214889958144e-16,6.586907452451085e-16
5,10.0,2.8522145930998397e-16,2.220446049250313e-16
5,10.0,1.9860273225978183e-16,4.2130001622920406e-16
5,10.0,3.2177320244274193e-16,3.020133145511626e-16
5,10.0,2.220446049250313e-16,2.808666774861361e-16
5,10.0,1.4895204919483638e-16,7.021666937153402e-17
5,10.0,2.6737711109153337e-16,2.3288234633381846e-16
5,10.0,2.7194799110210365e-16,1.3136335981433191e-16
5,10.0,9.930136612989092e-17,4.965068306494546e-17
5,10.0,3.1401849173675503e-16,3.9720546451956367e-16
5,10.0,1.4895204919483638e-16,2.220446049250313e-16
5,10.0,1.1102230246251565e-16,1.1102230246251565e-16
5,10.0,3.1401849173675503e-16,4.440892098500626e-16
5,10.0,2.1065000811460203e-16,1.4043333874306804e-16
5,10.0,2.6272671962866383e-16,2.220446049250313e-16
5,10.0,1.6467268631127712e-16,2.0471501066083611e-16
5,10.0,2.432376777795247e-16,1.9860273225978183e-16
5,10.0,3.2934537262255424e-16,2.808666774861361e-16
5,10.0,1.4043333874306804e-16,2.6737711109153337e-16
5,10.0,2.3288234633381846e-16,5.15985034193911e-16
5,10.0,2.9373740229761033e-16,4.033640560360252e-16
5,10.0,1.719950113979703e-16,1.3136335981433191e-16
5,10.0,3.020133145511626e-16,1.719950113979703e-16
5,10.0,2.482534153247273e-16,1.9860273225978183e-16
5,10.0,2.220446049250313e-16,1.4043333874306804e-16
5,10.0,1.2161883888976234e-16,9.930136612989092e-17
5,10.0,3.1401849173675503e-16,2.220446049250313e-16
5,10.0,2.1065000811460203e-16,2.1065000811460203e-16
5,10.0,3.439900227959406e-16,3.1401849173675503e-16
5,10.0,1.9860273225978183e-16,2.8522145930998397e-16
5,10.0,2.6272671962866383e-16,2.808666774861361e-16
5,10.0,1.5700924586837752e-16,1.7901808365247238e-16
5,10.0,2.531698018113677e-16,2.895107444979072e-16
5,10.0,2.220446049250313e-16,2.220446049250313e-16
5,10.0,3.2934537262255424e-16,3.7155169009665e-16
5,10.0,3.1401849173675503e-16,3.2934537262255424e-16
5,10.0,2.432376777795247e-16,1.4895204919483638e-16
5,10.0,1.1102230246251565e-16,2.1065000811460203e-16
5,10.0,2.220446049250313e-16,9.930136612989092e-17
5,10.0,3.9720546451956367e-16,2.9790409838967276e-16
5,10.0,5.639233568644062e-16,6.933340566559917e-16
5,10.0,1.9860273225978183e-16,9.930136612989092e-17
5,10.0,2.220446049250313e-16,1.9860273225978183e-16
5,10.0,2.432376777795247e-16,0.0
5,10.0,1.2161883888976234e-16,2.1065000811460203e-16
5,10.0,3.439900227959406e-16,3.2934537262255424e-16
5,10.0,6.951095629092364e-16,4.0943002132167223e-16
5,10.0,4.940180589338314e-16,4.4130492403375385e-16
5,10.0,1.7901808365247238e-16,1.2161883888976234e-16
5,10.0,2.1065000811460203e-16,1.4895204919483638e-16
5,10.0,3.7155169009665e-16,3.2934537262255424e-16
5,10.0,2.432376777795247e-16,3.1401849173675503e-16
5,10.0,3.3674731643402955e-16,2.808666774861361e-16
5,10.0,1.7901808365247238e-16,3.1401849173675503e-16
5,10.0,2.808666774861361e-16,3.2934537262255424e-16
5,10.0,6.338974866624357e-16,6.642808659430162e-16
5,10.0,2.0471501066083611e-16,2.220446049250313e-16
5,10.0,1.85775845048325e-16,3.020133145511626e-16
5,10.0,1.9860273225978183e-16,0.0
5,10.0,2.808666774861361e-16,2.482534153247273e-16
5,10.0,3.020133145511626e-16,1.1102230246251565e-16
5,10.0,1.1102230246251565e-16,1.1102230246251565e-16
5,10.0,7.627482662061554e-16,6.511626037759645e-16
5,10.0,4.496060575246783e-16,3.9409007944299576e-16
5,10.0,1.5700924586837752e-16,3.1401849173675503e-16
5,10.0,3.1791949213824894e-16,2.1065000811460203e-16
5,10.0,2.1065000811460203e-16,1.1102230246251565e-16
5,10.0,2.220446049250313e-16,9.930136612989092e-17
5,10.0,4.657646926676369e-16,5.438959822042073e-16
5,10.0,1.85775845048325e-16,1.4043333874306804e-16
5,10.0,9.930136612989092e-17,4.965068306494546e-17
5,10.0,2.432376777795247e-16,1.9860273225978183e-16
5,10.0,6.435464048854839e-16,5.874748045952207e-16
5,10.0,1.1102230246251565e-16,2.220446049250313e-16
5,10.0,2.432376777795247e-16,1.719950113979703e-16
5,10.0,2.6272671962866383e-16,3.2934537262255424e-16
5,10.0,3.1006841635969763e-16,4.033640560360252e-16
5,10.0,8.248590975149166e-16,7.691850745534255e-16
5,10.0,1.1102230246251565e-16,1.2161883888976234e-16
5,10.0,2.531698018113677e-16,1.9860273225978183e-16
5,10.0,4.0943002132167223e-16,2.220446049250313e-16
5,10.0,1.4895204919483638e-16,9.930136612989092e-17
5,10.0,1.2161883888976234e-16,0.0
5,10.0,9.930136612989092e-17,1.719950113979703e-16
5,10.0,3.1791949213824894e-16,2.381163109968744e-16
5,10.0,1.9229626863835638e-16,9.930136612989092e-17
5,10.0,2.895107444979072e-16,1.85775845048325e-16
5,10.0,7.021666937153402e-17,8.599750569898515e-17
5,10.0,2.482534153247273e-16,1.2161883888976234e-16
5,10.0,1.719950113979703e-16,1.9860273225978183e-16
5,10.0,1.4895204919483638e-16,2.0471501066083611e-16
5,10.0,2.432376777795247e-16,3.614624287906422e-16
5,10.0,3.7485443673843946e-16,2.1065000811460203e-16
5,10.0,9.930136612989092e-17,2.6272671962866383e-16
5,10.0,2.531698018113677e-16,1.1102230246251565e-16
5,10.0,1.5700924586837752e-16,3.1401849173675503e-16
5,10.0,1.2161883888976234e-16,1.4043333874306804e-16
5,10.0,2.432376777795247e-16,3.7155169009665e-16
5,10.0,2.808666774861361e-16,4.657646926676369e-16
5,10.0,1.4895204919483638e-16,4.965068306494546e-17
5,10.0,4.915166856007381e-16,4.0029660424867205e-16
5,10.0,2.9790409838967276e-16,2.808666774861361e-16
5,10.0,4.0640835625101184e-16,2.6272671962866383e-16
5,10.0,2.482534153247273e-16,2.6737711109153337e-16
5,10.0,5.937358141637067e-16,3.5457679953657254e-16
5,10.0,2.531698018113677e-16,2.220446049250313e-16
5,10.0,1.2161883888976234e-16,0.0
5,10.0,5.277940006822452e-16,4.736373295277993e-16
5,10.0,4.762326219937488e-16,3.439900227959406e-16
5,10.0,9.930136612989092e-17,1.7901808365247238e-16
5,10.0,2.482534153247273e-16,1.4895204919483638e-16
5,10.0,2.1065000811460203e-16,7.021666937153402e-17
5,10.0,2.2752801345137457e-16,2.1065000811460203e-16
5,10.0,1.85775845048325e-16,2.808666774861361e-16
5,10.0,2.164223099578636e-16,2.482534153247273e-16
5,10.0,7.195067539997723e-16,5.20740757162067e-16
5,10.0,4.965068306494546e-16,4.965068306494546e-16
5,10.0,2.6272671962866383e-16,2.381163109968744e-16
5,10.0,1.4895204919483638e-16,1.4043333874306804e-16
5,10.0,2.579925170969555e-16,4.965068306494546e-17
5,10.0,4.813812324017963e-16,6.915539919559704e-16
5,10.0,1.4043333874306804e-16,2.220446049250313e-16
5,10.0,9.930136612989092e-17,3.2934537262255424e-16
5,10.0,3.7155169009665e-16,5.874748045952207e-16
5,10.0,1.4895204919483638e-16,3.2934537262255424e-16
5,10.0,1.5700924586837752e-16,2.3288234633381846e-16
5,10.0,2.6272671962866383e-16,3.7155169009665e-16
5,10.0,2.482534153247273e-16,1.7901808365247238e-16
5,10.0,3.2934537262255424e-16,1.719950113979703e-16
5,10.0,1.7901808365247238e-16,2.2752801345137457e-16
5,10.0,3.7155169009665e-16,1.4043333874306804e-16
5,10.0,2.9373740229761033e-16,1.85775845048325e-16
5,10.0,2.220446049250313e-16,1.9860273225978183e-16
5,10.0,1.4043333874306804e-16,1.4895204919483638e-16
5,10.0,1.4043333874306804e-16,1.4895204919483638e-16
5,10.0,4.965068306494546e-17,1.4043333874306804e-16
5,10.0,4.0943002132167223e-16,3.2934537262255424e-16
5,10.0,1.85775845048325e-16,1.719950113979703e-16
5,10.0,0.0,4.965068306494546e-17
5,10.0,1.7901808365247238e-16,1.85775845048325e-16
5,10.0,7.297130333385741e-16,6.435464048854839e-16
5,10.0,1.4043333874306804e-16,9.930136612989092e-17
5,10.0,3.8778423131653424e-16,4.496060575246783e-16
5,10.0,1.7901808365247238e-16,2.220446049250313e-16
5,10.0,1.4895204919483638e-16,1.5700924586837752e-16
5,10.0,2.895107444979072e-16,3.813741331030777e-16
5,10.0,1.1102230246251565e-16,2.432376777795247e-16
5,10.0,9.930136612989092e-17,2.895107444979072e-16
5,10.0,1.1102230246251565e-16,2.6272671962866383e-16
5,10.0,1.3136335981433191e-16,2.6272671962866383e-16
5,10.0,3.060673659425244e-16,2.0471501066083611e-16
5,10.0,2.220446049250313e-16,2.220446049250313e-16
5,10.0,1.85775845048325e-16,2.0471501066083611e-16
5,10.0,7.021666937153402e-17,7.021666937153402e-17
5,10.0,2.2752801345137457e-16,2.9373740229761033e-16
5,10.0,3.3674731643402955e-16,1.5700924586837752e-16
5,10.0,2.220446049250313e-16,1.4043333874306804e-16
5,10.0,1.4895204919483638e-16,1.4043333874306804e-16
5,10.0,1.7901808365247238e-16,7.021666937153402e-17
5,10.0,2.432376777795247e-16,4.328446199157272e-16
5,10.0,1.4043333874306804e-16,0.0
5,10.0,2.432376777795247e-16,1.85775845048325e-16
5,10.0,1.719950113979703e-16,2.808666774861361e-16
5,10.0,2.3288234633381846e-16,9.930136612989092e-17
5,10.0,1.1102230246251565e-16,1.4043333874306804e-16
5,10.0,4.965068306494546e-16,6.280369834735101e-16
5,10.0,2.482534153247273e-16,2.9790409838967276e-16
5,10.0,1.85775845048325e-16,2.381163109968744e-16
5,10.0,2.808666774861361e-16,1.5700924586837752e-16
5,10.0,3.020133145511626e-16,4.468561475845091e-16
5,10.0,9.930136612989092e-17,1.4043333874306804e-16
5,10.0,4.684036072284178e-16,3.439900227959406e-16
5,10.0,0.0,2.220446049250313e-16
5,10.0,2.6272671962866383e-16,4.328446199157272e-16
5,10.0,5.958081967793455e-16,6.358389842764979e-16
5,10.0,2.220446049250313e-16,1.1102230246251565e-16
5,10.0,1.3136335981433191e-16,9.930136612989092e-17
5,10.0,2.8522145930998397e-16,2.6737711109153337e-16
5,10.0,1.3136335981433191e-16,2.7194799110210365e-16
5,10.0,1.9229626863835638e-16,4.965068306494546e-17
5,10.0,1.85775845048325e-16,1.85775845048325e-16
5,10.0,2.6737711109153337e-16,2.482534153247273e-16
5,10.0,0.0,1.719950113979703e-16
5,10.0,1.9229626863835638e-16,1.4895204919483638e-16
5,10.0,1.2161883888976234e-16,1.9860273225978183e-16
5,10.0,1.719950113979703e-16,2.220446049250313e-16
5,10.0,2.482534153247273e-16,1.719950113979703e-16
5,10.0,3.5803616730494477e-16,1.9860273225978183e-16
5,10.0,2.432376777795247e-16,2.482534153247273e-16
5,10.0,1.9860273225978183e-16,2.0471501066083611e-16
5,10.0,2.3288234633381846e-16,2.0471501066083611e-16
5,10.0,3.813741331030777e-16,1.3136335981433191e-16
5,10.0,7.021666937153402e-17,0.0
5,10.0,1.9860273225978183e-16,3.1401849173675503e-16
5,10.0,1.9229626863835638e-16,9.930136612989092e-17
5,10.0,3.7155169009665e-16,2.808666774861361e-16
5,10.0,2.432376777795247e-16,2.432376777795247e-16
5,10.0,1.4043333874306804e-16,9.930136612989092e-17
5,10.0,2.2752801345137457e-16,2.220446049250313e-16
5,10.0,1.719950113979703e-16,1.2161883888976234e-16
5,10.0,1.2161883888976234e-16,3.1791949213824894e-16
5,10.0,1.9860273225978183e-16,3.1401849173675503e-16
5,10.0,4.864753555590494e-16,5.958081967793455e-16
5,10.0,2.482534153247273e-16,2.482534153247273e-16
5,10.0,3.020133145511626e-16,2.482534153247273e-16
5,10.0,1.9860273225978183e-16,3.2934537262255424e-16
5,10.0,4.0943002132167223e-16,3.8459253727671276e-16
5,10.0,9.930136612989092e-17,1.4043333874306804e-16
5,10.0,1.5700924586837752e-16,1.4043333874306804e-16
5,10.0,2.432376777795247e-16,3.2934537262255424e-16
5,10.0,1.1102230246251565e-16,1.85775845048325e-16
5,10.0,1.1102230246251565e-16,8.599750569898515e-17
5,10.0,1.4895204919483638e-16,1.1102230246251565e-16
5,10.0,6.358389842764979e-16,6.586907452451085e-16
5,10.0,1.4895204919483638e-16,1.2161883888976234e-16
5,10.0,3.2934537262255424e-16,1.719950113979703e-16
5,10.0,9.930136612989092e-17,0.0
5,10.0,1.1102230246251565e-16,2.808666774861361e-16
5,10.0,4.965068306494546e-17,2.9373740229761033e-16
5,10.0,2.432376777795247e-16,3.5803616730494477e-16
5,10.0,2.6272671962866383e-16,1.7901808365247238e-16
5,10.0,3.7155169009665e-16,4.657646926676369e-16
5,10.0,1.3136335981433191e-16,1.2161883888976234e-16
5,10.0,4.657646926676369e-16,3.2934537262255424e-16
5,10.0,3.1401849173675503e-16,2.808666774861361e-16
5,10.0,2.220446049250313e-16,7.021666937153402e-17
5,10.0,4.989831893063952e-16,5.438959822042073e-16
5,10.0,1.5700924586837752e-16,1.4043333874306804e-16
5,10.0,2.482534153247273e-16,2.0471501066083611e-16
5,10.0,2.7194799110210365e-16,1.5700924586837752e-16
5,10.0,2.0471501066083611e-16,7.021666937153402e-17
5,10.0,1.7901808365247238e-16,1.9860273225978183e-16
5,10.0,1.9860273225978183e-16,1.1102230246251565e-16
5,10.0,3.060673659425244e-16,1.3136335981433191e-16
5,10.0,1.4895204919483638e-16,2.220446049250313e-16
5,10.0,2.7194799110210365e-16,2.6272671962866383e-16
5,10.0,3.475547814546182e-16,2.3288234633381846e-16
5,10.0,2.808666774861361e-16,1.719950113979703e-16
5,10.0,1.85775845048325e-16,4.328446199157272e-16
5,10.0,3.5108334685767007e-16,2.764433037591714e-16
5,10.0,2.0471501066083611e-16,0.0
5,10.0,1.4043333874306804e-16,1.4895204919483638e-16
5,10.0,1.719950113979703e-16,1.7901808365247238e-16
5,10.0,4.2130001622920406e-16,4.657646926676369e-16
5,10.0,3.6485651666928703e-16,2.0471501066083611e-16
5,10.0,1.4895204919483638e-16,2.432376777795247e-16
5,10.0,2.579925170969555e-16,3.5108334685767007e-16
5,10.0,4.328446199157272e-16,3.7155169009665e-16
5,10.0,9.930136612989092e-17,9.930136612989092e-17
5,10.0,2.220446049250313e-16,1.1102230246251565e-16
5,10.0,4.965068306494546e-17,1.6467268631127712e-16
5,10.0,1.7901808365247238e-16,1.9229626863835638e-16
5,10.0,3.2934537262255424e-16,4.328446199157272e-16
5,10.0,3.475547814546182e-16,3.020133145511626e-16
5,10.0,1.7901808365247238e-16,2.220446049250313e-16
5,10.0,2.432376777795247e-16,4.657646926676369e-16
5,10.0,1.4895204919483638e-16,1.719950113979703e-16
5,10.0,2.432376777795247e-16,0.0
5,10.0,3.2934537262255424e-16,1.85775845048325e-16
5,10.0,2.6737711109153337e-16,3.2934537262255424e-16
5,10.0,1.1102230246251565e-16,1.7901808365247238e-16
5,10.0,3.5803616730494477e-16,5.528866075183428e-16
5,10.0,1.4895204919483638e-16,3.5803616730494477e-16
5,10.0,1.4043333874306804e-16,2.808666774861361e-16
5,10.0,1.9860273225978183e-16,1.719950113979703e-16
5,10.0,1.4895204919483638e-16,8.599750569898515e-17
5,10.0,6.358389842764979e-16,3.5108334685767007e-16
5,10.0,1.9860273225978183e-16,1.5700924586837752e-16
5,10.0,1.4043333874306804e-16,7.021666937153402e-17
5,10.0,2.8522145930998397e-16,1.4043333874306804e-16
5,10.0,1.1102230246251565e-16,1.1102230246251565e-16
5,10.0,2.3288234633381846e-16,9.930136612989092e-17
5,10.0,1.5700924586837752e-16,2.531698018113677e-16
5,10.0,2.808666774861361e-16,2.808666774861361e-16
5,10.0,2.808666774861361e-16,2.2752801345137457e-16
5,10.0,1.9860273225978183e-16,2.0471501066083611e-16
5,10.0,4.965068306494546e-17,9.930136612989092e-17
5,10.0,1.85775845048325e-16,2.381163109968744e-16
5,10.0,3.7485443673843946e-16,1.1102230246251565e-16
5,10.0,7.021666937153402e-17,1.719950113979703e-16
5,10.0,1.9860273225978183e-16,4.864753555590494e-16
5,10.0,1.1102230246251565e-16,2.0471501066083611e-16
5,10.0,2.2752801345137457e-16,1.9860273225978183e-16
5,10.0,2.0471501066083611e-16,1.4043333874306804e-16
5,10.0,2.432376777795247e-16,1.9860273225978183e-16
5,10.0,2.432376777795247e-16,3.2934537262255424e-16
5,10.0,7.091535990731451e-16,4.657646926676369e-16
5,10.0,9.394350098415573e-16,7.643625500567855e-16
5,10.0,5.528866075183428e-16,4.328446199157272e-16
5,10.0,4.2711132545550575e-16,3.614624287906422e-16
5,10.0,1.9860273225978183e-16,2.6272671962866383e-16
5,10.0,1.4043333874306804e-16,0.0
5,10.0,1.7901808365247238e-16,1.9860273225978183e-16
5,10.0,2.8522145930998397e-16,1.85775845048325e-16
5,10.0,4.788138475230813e-16,4.989831893063952e-16
5,10.0,1.1102230246251565e-16,2.432376777795247e-16
5,10.0,2.220446049250313e-16,9.930136612989092e-17
5,10.0,2.6272671962866383e-16,3.9720546451956367e-16
5,10.0,2.1065000811460203e-16,2.1065000811460203e-16
5,10.0,3.7155169009665e-16,2.6272671962866383e-16
5,10.0,5.254534392573277e-16,6.661338147750939e-16
5,10.0,1.7901808365247238e-16,2.6272671962866383e-16
5,10.0,1.2161883888976234e-16,2.432376777795247e-16
5,10.0,2.3288234633381846e-16,2.895107444979072e-16
5,10.0,6.040266291023252e-16,5.15985034193911e-16
5,10.0,1.9860273225978183e-16,1.4895204919483638e-16
5,10.0,1.719950113979703e-16,1.719950113979703e-16
5,10.0,3.6821932062951477e-16,2.432376777795247e-16
5,10.0,2.2752801345137457e-16,2.531698018113677e-16
5,10.0,5.438959822042073e-16,4.839349969133126e-16
5,10.0,2.220446049250313e-16,1.4043333874306804e-16
5,10.0,3.1401849173675503e-16,1.9860273225978183e-16
5,10.0,3.7485443673843946e-16,1.9229626863835638e-16
5,10.0,1.9229626863835638e-16,2.808666774861361e-16
5,10.0,2.6737711109153337e-16,9.930136612989092e-17
5,10.0,2.8522145930998397e-16,5.111850690840453e-16
5,10.0,2.2752801345137457e-16,1.5700924586837752e-16
5,10.0,1.719950113979703e-16,7.021666937153402e-17
5,10.0,1.7901808365247238e-16,2.808666774861361e-16
5,10.0,4.965068306494546e-17,6.435464048854839e-16
5,10.0,2.1065000811460203e-16,7.021666937153402e-17
5,10.0,3.439900227959406e-16,2.6272671962866383e-16
5,10.0,3.6485651666928703e-16,4.0029660424867205e-16
5,10.0,1.85775845048325e-16,8.599750569898515e-17
5,10.0,5.790214889958144e-16,3.7155169009665e-16
5,10.0,2.482534153247273e-16,2.220446049250313e-16
5,10.0,2.8522145930998397e-16,2.220446049250313e-16
5,10.0,2.895107444979072e-16,3.2934537262255424e-16
5,10.0,3.2934537262255424e-16,4.0943002132167223e-16
5,10.0,1.4895204919483638e-16,1.9860273225978183e-16
5,10.0,3.3306690738754696e-16,4.2130001622920406e-16
5,10.0,1.7901808365247238e-16,1.719950113979703e-16
5,10.0,3.1401849173675503e-16,4.762326219937488e-16
5,10.0,1.4895204919483638e-16,2.220446049250313e-16
5,10.0,1.1102230246251565e-16,1.85775845048325e-16
5,10.0,1.4895204919483638e-16,1.9860273225978183e-16
5,10.0,3.1791949213824894e-16,1.9860273225978183e-16
5,10.0,3.1401849173675503e-16,4.328446199157272e-16
5,10.0,2.432376777795247e-16,3.7155169009665e-16
5,10.0,4.0943002132167223e-16,3.9409007944299576e-16
5,10.0,5.15985034193911e-16,3.813741331030777e-16
5,10.0,1.9229626863835638e-16,2.482534153247273e-16
5,10.0,1.2161883888976234e-16,2.6272671962866383e-16
5,10.0,1.719950113979703e-16,2.1065000811460203e-16
5,10.0,2.6737711109153337e-16,3.9720546451956367e-16
5,10.0,1.9860273225978183e-16,2.2752801345137457e-16
5,10.0,2.2752801345137457e-16,4.965068306494546e-17
5,10.0,1.9860273225978183e-16,4.0943002132167223e-16
5,10.0,7.177915983922307e-16,7.99052122932701e-16
5,10.0,1.9860273225978183e-16,3.5803616730494477e-16
5,10.0,2.432376777795247e-16,3.1401849173675503e-16
5,10.0,1.4895204919483638e-16,1.4043333874306804e-16
5,10.0,1.4895204919483638e-16,1.4895204919483638e-16
5,10.0,3.3674731643402955e-16,3.4038793376724753e-16
5,10.0,2.895107444979072e-16,2.1065000811460203e-16
5,10.0,3.614624287906422e-16,4.2711132545550575e-16
5,10.0,8.599750569898515e-17,1.3136335981433191e-16
5,10.0,1.5700924586837752e-16,2.0471501066083611e-16
5,10.0,2.482534153247273e-16,1.3136335981433191e-16
5,10.0,2.2752801345137457e-16,2.2752801345137457e-16
5,10.0,1.1102230246251565e-16,0.0
5,10.0,3.5803616730494477e-16,2.9373740229761033e-16
5,10.0,2.895107444979072e-16,3.9409007944299576e-16
5,10.0,3.2934537262255424e-16,4.328446199157272e-16
5,10.0,1.85775845048325e-16,2.432376777795247e-16
5,10.0,3.5803616730494477e-16,1.85775845048325e-16
5,10.0,2.220446049250313e-16,1.9860273225978183e-16
5,10.0,1.4043333874306804e-16,1.9860273225978183e-16
5,10.0,1.5700924586837752e-16,0.0
5,10.0,1.1102230246251565e-16,1.4895204919483638e-16
5,10.0,2.6272671962866383e-16,2.6272671962866383e-16
5,10.0,2.764433037591714e-16,3.020133145511626e-16
5,10.0,2.2752801345137457e-16,4.124295487574583e-16
5,10.0,9.930136612989092e-17,2.808666774861361e-16
5,10.0,2.3288234633381846e-16,1.4895204919483638e-16
5,10.0,1.5700924586837752e-16,2.6272671962866383e-16
5,10.0,1.5700924586837752e-16,3.7155169009665e-16
5,10.0,3.2934537262255424e-16,2.220446049250313e-16
5,10.0,4.2711132545550575e-16,2.8522145930998397e-16
5,10.0,2.482534153247273e-16,3.2934537262255424e-16
5,10.0,4.965068306494546e-17,2.220446049250313e-16
5,10.0,1.719950113979703e-16,1.4895204919483638e-16
5,10.0,1.2161883888976234e-16,1.5700924586837752e-16
5,10.0,2.432376777795247e-16,1.719950113979703e-16
5,10.0,1.1102230246251565e-16,1.4043333874306804e-16
5,10.0,1.4043333874306804e-16,1.4043333874306804e-16
5,10.0,2.482534153247273e-16,1.7901808365247238e-16
5,10.0,1.4043333874306804e-16,1.719950113979703e-16
5,10.0,1.6467268631127712e-16,1.5700924586837752e-16
5,10.0,1.719950113979703e-16,2.0471501066083611e-16
5,10.0,1.719950113979703e-16,2.808666774861361e-16
5,10.0,1.5700924586837752e-16,1.4043333874306804e-16
5,10.0,2.482534153247273e-16,1.2161883888976234e-16
5,10.0,9.930136612989092e-17,7.021666937153402e-17
5,10.0,1.2161883888976234e-16,1.4043333874306804e-16
5,10.0,4.550560269027491e-16,4.0943002132167223e-16
5,10.0,1.2161883888976234e-16,1.1102230246251565e-16
5,10.0,9.930136612989092e-17,2.6272671962866383e-16
5,10.0,1.7901808365247238e-16,1.719950113979703e-16
5,10.0,4.1540741810552243e-16,5.111850690840453e-16
5,10.0,2.220446049250313e-16,1.9860273225978183e-16
5,10.0,2.9790409838967276e-16,3.1401849173675503e-16
5,10.0,7.881801588859915e-16,7.091535990731451e-16
5,10.0,3.475547814546182e-16,2.3288234633381846e-16
5,10.0,6.734946328680591e-16,6.201368327193953e-16
5,10.0,2.6737711109153337e-16,2.164223099578636e-16
5,10.0,1.4043333874306804e-16,1.9860273225978183e-16
5,10.0,1.719950113979703e-16,1.9860273225978183e-16
5,10.0,3.3306690738754696e-16,2.3288234633381846e-16
5,10.0,1.4895204919483638e-16,1.7901808365247238e-16
5,10.0,4.0943002132167223e-16,3.2934537262255424e-16
5,10.0,1.4043333874306804e-16,1.5700924586837752e-16
5,10.0,2.0471501066083611e-16,1.5700924586837752e-16
5,10.0,1.9229626863835638e-16,1.719950113979703e-16
5,10.0,2.432376777795247e-16,1.9860273225978183e-16
5,10.0,2.7194799110210365e-16,1.85775845048325e-16
5,10.0,3.7812833677378426e-16,5.183683495748049e-16
5,10.0,1.4043333874306804e-16,4.965068306494546e-17
5,10.0,2.808666774861361e-16,7.021666937153402e-17
5,10.0,2.0471501066083611e-16,3.3674731643402955e-16
5,10.0,1.719950113979703e-16,4.965068306494546e-17
5,10.0,2.1065000811460203e-16,2.9373740229761033e-16
5,10.0,1.4043333874306804e-16,1.4043333874306804e-16
5,10.0,2.432376777795247e-16,1.1102230246251565e-16
5,10.0,2.579925170969555e-16,3.7485443673843946e-16
5,10.0,2.1065000811460203e-16,2.1065000811460203e-16
5,10.0,1.4043333874306804e-16,1.5700924586837752e-16
5,10.0,2.220446049250313e-16,2.6272671962866383e-16
5,10.0,1.7901808365247238e-16,1.2161883888976234e-16
5,10.0,1.719950113979703e-16,1.719950113979703e-16
5,10.0,1.9860273225978183e-16,1.9860273225978183e-16
5,10.0,1.9860273225978183e-16,1.85775845048325e-16
5,10.0,1.719950113979703e-16,3.7155169009665e-16
5,10.0,2.895107444979072e-16,1.85775845048325e-16
5,10.0,2.432376777795247e-16,1.719950113979703e-16
5,10.0,2.0471501066083611e-16,0.0
5,10.0,1.719950113979703e-16,9.930136612989092e-17
5,10.0,1.1102230246251565e-16,1.4043333874306804e-16
5,10.0,1.6467268631127712e-16,1.9860273225978183e-16
5,10.0,4.890025172686938e-16,5.461575137144e-16
5,10.0,1.719950113979703e-16,4.965068306494546e-17
5,10.0,3.7155169009665e-16,2.432376777795247e-16
5,10.0,3.6485651666928703e-16,2.432376777795247e-16
5,10.0,3.2177320244274193e-16,1.4043333874306804e-16
5,10.0,3.9720546451956367e-16,4.657646926676369e-16
5,10.0,1.7901808365247238e-16,2.531698018113677e-16
5,10.0,3.5457679953657254e-16,5.682780420488299e-16
5,10.0,2.895107444979072e-16,3.1006841635969763e-16
5,10.0,2.3288234633381846e-16,2.432376777795247e-16
5,10.0,1.1102230246251565e-16,0.0
5,10.0,4.657646926676369e-16,4.328446199157272e-16
5,10.0,2.432376777795247e-16,2.0471501066083611e-16
5,10.0,2.0471501066083611e-16,9.930136612989092e-17
5,10.0,1.719950113979703e-16,2.220446049250313e-16
5,10.0,3.060673659425244e-16,2.482534153247273e-16
5,10.0,0.0,9.930136612989092e-17
5,10.0,4.0943002132167223e-16,4.440892098500626e-16
5,10.0,2.0471501066083611e-16,2.0471501066083611e-16
5,10.0,4.033640560360252e-16,2.7194799110210365e-16
5,10.0,1.1102230246251565e-16,1.4043333874306804e-16
5,10.0,2.895107444979072e-16,1.4043333874306804e-16
5,10.0,3.2558130188798225e-16,3.060673659425244e-16
5,10.0,1.9860273225978183e-16,1.719950113979703e-16
5,10.0,3.1401849173675503e-16,6.807758675344951e-16
5,10.0,2.1065000811460203e-16,0.0
5,10.0,3.1401849173675503e-16,5.15985034193911e-16
5,10.0,1.7901808365247238e-16,9.930136612989092e-17
5,10.0,1.4895204919483638e-16,1.4895204919483638e-16
5,10.0,4.657646926676369e-16,3.2934537262255424e-16
5,1000.0,7.405112671268112e-15,7.569734737954245e-15
5,1000.0,1.898734563985492e-14,1.785879234385279e-14
5,1000.0,2.573424168541533e-14,3.0082824004552617e-14
5,1000.0,2.061286841546688e-14,1.769460068162657e-14
5,1000.0,1.8960321075090746e-14,2.1516912763999256e-14
5,1000.0,1.0786089522519156e-14,1.1048253216292044e-14
5,1000.0,2.5676316815426605e-14,2.5249752236975223e-14
5,1000.0,5.984709707860754e-15,3.508023677435457e-15
